table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
postgres,public,user_email_accounts,access_token_encrypted,6,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,refresh_token_encrypted,7,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,token_expires_at,8,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,granted_scopes,9,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,_text,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,is_primary,10,false,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,10,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,auto_sync,11,true,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,11,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,signature,12,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,12,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,is_active,13,true,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,13,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,last_synced_at,14,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,14,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,sync_error,15,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,15,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,created_at,16,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,16,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,user_email_accounts,updated_at,17,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,17,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,users,id,1,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,users,email,2,null,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,users,first_name,3,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,users,last_name,4,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,users,phone,5,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,users,is_active,6,true,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,users,created_at,7,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,users,updated_at,8,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_performance_summary,id,1,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,user_id,2,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,name,3,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,trade_category_id,4,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,total_requests_sent,5,null,YES,bigint,null,null,64,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int8,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,total_bids_received,6,null,YES,bigint,null,null,64,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int8,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,bids_accepted,7,null,YES,bigint,null,null,64,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int8,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,avg_bid_amount,8,null,YES,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,review_count,9,null,YES,bigint,null,null,64,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int8,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,avg_overall_rating,10,null,YES,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,10,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,avg_quality_rating,11,null,YES,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,11,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,avg_timeline_rating,12,null,YES,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,12,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_performance_summary,recommend_count,13,null,YES,bigint,null,null,64,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int8,null,null,null,null,13,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,vendor_reviews,id,1,gen_random_uuid(),NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,vendor_id,2,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,project_id,3,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,user_id,4,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,bid_id,5,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,overall_rating,6,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,quality_rating,7,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,timeline_rating,8,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,communication_rating,9,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,price_rating,10,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,10,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,professionalism_rating,11,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,11,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,review_title,12,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,12,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,review_text,13,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,13,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,pros,14,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,14,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,cons,15,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,15,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,would_recommend,16,null,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,16,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,would_hire_again,17,null,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,17,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,work_completed,18,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,18,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,final_cost,19,null,YES,numeric,null,null,12,10,2,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,19,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,project_duration_days,20,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,20,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,photos,21,'[]'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,jsonb,null,null,null,null,21,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,created_at,22,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,22,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendor_reviews,updated_at,23,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,23,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,id,1,gen_random_uuid(),NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,user_id,2,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,trade_category_id,3,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,name,4,null,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,company_name,5,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,email,6,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,phone,7,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,website,8,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,address,9,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,city,10,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,10,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,state,11,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,11,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,zip_code,12,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,12,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,rating_platform,13,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,13,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,rating_score,14,null,YES,numeric,null,null,2,10,1,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,14,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,rating_reviews,15,0,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,15,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,social_media,16,'[]'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,jsonb,null,null,null,null,16,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,found_via,17,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,_text,null,null,null,null,17,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,preferred_contact_method,18,'email'::text,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,18,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,contact_hours,19,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,19,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,services_offered,20,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,_text,null,null,null,null,20,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,specialties,21,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,_text,null,null,null,null,21,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,service_area,22,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,_text,null,null,null,null,22,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,licensed,23,false,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,23,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,insured,24,false,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,24,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,license_number,25,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,25,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,insurance_info,26,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,26,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,notes,27,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,27,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,tags,28,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,_text,null,null,null,null,28,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,is_active,29,true,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,29,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,is_favorite,30,false,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,30,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,created_at,31,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,31,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,vendors,updated_at,32,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,32,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
